log_return_mean,log_return_mean_median,log_return_median,mean,mean_median,median,period
3.6231309476717516e-06,9.54166575664249e-06,0.0,36.75945923460892,36.812367801771856,36.69,02/17/2010-02/19/2010
-7.974465101393097e-05,-5.5850187732231455e-05,0.0,35.439543568464785,35.0719,35.24,02/22/2010-02/24/2010
4.569805609178538e-05,1.1954346355432852e-05,0.0,33.44589314194581,33.311666666666675,33.15,02/25/2010-03/01/2010
-3.0602159212014974e-05,1.24156802609785e-05,0.0,33.65674139311449,33.399,33.61,03/02/2010-03/04/2010
-7.156435695099098e-06,3.3698126172707476e-05,0.0,33.73873866446833,33.694753246753265,33.76,03/05/2010-03/09/2010
-1.7087149934953055e-05,4.085219011579455e-05,0.0,32.708079365079286,32.86195338983053,32.855000000000004,03/10/2010-03/12/2010
1.64017308556186e-05,1.7852475395377433e-05,0.0,33.066006493506485,33.016421404682276,32.87,03/15/2010-03/17/2010
3.4686721584321876e-05,4.397733797793389e-05,0.0,33.4820843471208,33.34854710144927,33.44,03/18/2010-03/22/2010
4.016644499568759e-06,-3.2858955834904196e-05,0.0,35.789002452984455,35.851266025641024,35.86,03/23/2010-03/25/2010
-2.6281438213616057e-05,-1.8882469848228252e-05,0.0,34.036443719412674,34.09904761904761,34.05,03/26/2010-03/30/2010
3.623354423851298e-05,6.557063853346297e-05,0.0,33.97794576828265,33.91117570754717,33.87,03/31/2010-04/05/2010
5.8506586694843636e-06,-1.9986892050286017e-05,0.0,34.739407345576005,34.682106280940594,34.68,04/06/2010-04/08/2010
-2.289165054336674e-07,-6.522172348777471e-06,0.0,34.99199364575049,34.960622710622715,34.97,04/09/2010-04/13/2010
-1.2050921112709784e-05,-5.35154288432891e-06,0.0,35.48685550082093,35.672772331154675,35.71,04/14/2010-04/16/2010
-2.3181600648168348e-07,-1.590256943434066e-05,0.0,34.184501197126906,34.25940000000001,34.28,04/19/2010-04/21/2010
7.366993254585799e-05,3.376882933576441e-05,0.0,36.5241631205674,37.84402272727274,37.79,04/22/2010-04/26/2010
-1.3696144723437784e-05,-2.9950539812858614e-05,0.0,36.777512479201256,36.65679166666666,36.73,04/27/2010-04/29/2010
-5.352125967731811e-05,-6.393340283503795e-05,0.0,35.36597370583408,35.627310079443895,35.52,04/30/2010-05/04/2010
-3.912902326703238e-05,-1.9444063221759756e-06,0.0,33.804158576051776,33.43514173998045,33.595,05/05/2010-05/07/2010
3.602465382840885e-05,-2.5323774781148287e-05,0.0,34.45705980066444,34.55835238095237,34.54,05/10/2010-05/12/2010
-2.6457304504867564e-05,8.261420119252391e-07,0.0,33.508996710526255,34.29549999999999,33.29,05/13/2010-05/17/2010
-8.783155309516474e-05,-1.883792294004731e-05,0.0,31.156395161290305,31.459041666666664,31.02,05/18/2010-05/20/2010
1.93940246876347e-05,-1.7151009467771855e-06,0.0,30.286986190089358,30.74464023109244,30.68,05/21/2010-05/25/2010
-1.7727082476796963e-05,-2.71644030596204e-05,0.0,30.349942481511942,30.185909090909096,30.25,05/26/2010-05/28/2010
5.4419453537402325e-05,4.890996793139702e-05,0.0,29.950729508196655,29.64566287878787,29.71,06/01/2010-06/03/2010
-6.124483917053982e-05,-9.619348099002513e-05,0.0,29.13287081339711,28.950361197110436,28.97,06/04/2010-06/08/2010
1.09244611554075e-05,8.604371105421022e-06,0.0,29.15002504173626,29.15858974358975,29.17,06/09/2010-06/11/2010
1.3409774627363611e-05,-8.876813093162781e-18,0.0,30.097581047381496,30.201803278688523,30.15,06/14/2010-06/16/2010
-3.055230966161927e-05,-3.76054747866536e-05,0.0,29.907900414937775,29.844033613445376,29.99,06/17/2010-06/21/2010
-6.711449295563009e-05,4.84186474796441e-06,0.0,28.302668329177003,28.631331775700936,28.63,06/22/2010-06/24/2010
-2.88946314499469e-05,-4.586107831790961e-06,0.0,27.046312757201626,27.055487804878048,27.09,06/25/2010-06/29/2010
-7.037497570264808e-06,-7.806767774030992e-06,0.0,26.089072847682125,26.1078599137931,26.11,06/30/2010-07/02/2010
2.7441036795931408e-05,5.457965845817946e-05,0.0,26.404365733113682,26.50463571428572,26.47,07/06/2010-07/08/2010
3.093236735836179e-05,4.607720206321522e-05,0.0,27.007742200328366,26.96253945480631,26.94,07/09/2010-07/13/2010
-2.1656468282128603e-05,1.4947750307789202e-06,0.0,27.768747940692005,27.94840896358543,27.92,07/14/2010-07/16/2010
-4.989933059440431e-05,-6.747658757535766e-05,0.0,26.58765413533827,26.882678769401338,26.64,07/19/2010-07/21/2010
-1.6082673005038058e-06,3.839062801400797e-05,0.0,24.226524148851915,24.169715909090904,24.28,07/22/2010-07/26/2010
-5.769147553848987e-05,-4.6855619511482056e-05,0.0,23.976410466067072,23.879978532396557,24.03,07/27/2010-07/29/2010
3.180623528563085e-06,-2.2004772331340613e-05,0.0,22.99657512116313,22.99415476190476,22.96,07/30/2010-08/03/2010
-1.3210316266932647e-05,-3.083568040739314e-05,0.0,22.946394671107424,22.905764705882355,23.09,08/04/2010-08/06/2010
-4.766453842579227e-05,-3.4852747147934895e-05,0.0,21.481463981409846,21.254675000000006,21.32,08/09/2010-08/11/2010
8.812975721471179e-06,8.155001726871224e-06,0.0,21.067991915925713,21.02036102868449,21.06,08/12/2010-08/16/2010
-2.5128805720066567e-05,1.5006072516011515e-05,0.0,20.810645161290285,20.87566742081448,20.86,08/17/2010-08/19/2010
-7.880320640189225e-07,-3.944667564186753e-05,0.0,20.786744000000066,20.8713888888889,20.87,08/20/2010-08/24/2010
