log_return_mean,log_return_mean_median,log_return_median,mean,mean_median,median,period
-1.6925903197116775e-06,-3.298967286085645e-07,0.0,50.69528248056575,50.56916006877414,50.91,09/28/2009-10/02/2009
4.608901105016661e-06,4.3652097648919405e-06,0.0,51.121488717015,51.15465382437777,51.15,10/05/2009-10/09/2009
5.697346268255538e-07,1.4774079023910502e-06,0.0,52.42956992906254,52.4191027648493,52.49,10/12/2009-10/16/2009
-1.491934751999953e-06,-2.5127811266607978e-06,0.0,52.34753826387154,52.291390251786424,52.46,10/19/2009-10/23/2009
-3.438831333582116e-06,-5.368156954589577e-06,0.0,50.49697534935258,50.2768925424197,50.58,10/26/2009-10/30/2009
1.7097041177297012e-06,1.1120682215143107e-06,0.0,49.977465119501,49.77793117043079,49.92,11/02/2009-11/06/2009
2.6136976434203347e-06,2.0722847267645306e-06,0.0,52.18160514787764,52.120931428571396,52.19,11/09/2009-11/13/2009
-8.00335184731962e-07,2.0337040266684976e-06,0.0,52.5816816022359,52.718074690676104,52.71,11/16/2009-11/20/2009
-8.837100122570356e-07,2.4323857593922465e-06,0.0,52.673418686308366,52.809592165242165,52.81,11/23/2009-11/30/2009
3.821945943143399e-07,7.268955462443404e-07,0.0,53.130414370938595,53.198608720572665,53.11,12/01/2009-12/07/2009
2.331986575529538e-06,2.272090061458479e-07,0.0,53.00485846959609,53.0298958511931,52.97945,12/08/2009-12/14/2009
1.104651711884162e-07,-7.067597512474553e-07,0.0,53.269350495341904,53.401946882582145,53.4,12/15/2009-12/21/2009
-2.5286542365408835e-07,4.295629672672565e-07,0.0,53.562431992337835,53.56389609279613,53.55,12/22/2009-12/29/2009
1.977107147257487e-06,1.7716287609150707e-06,0.0,53.93038522157177,53.8986251653364,53.93,12/30/2009-01/06/2010
1.2022296489743378e-06,-3.3326956868315477e-07,0.0,54.68452755240342,54.66580506875678,54.6681,01/07/2010-01/13/2010
-2.796752928087587e-06,-2.3008342835313052e-06,0.0,54.510356071871485,54.68952233915512,54.62,01/14/2010-01/21/2010
-2.1883480468291456e-06,-2.6164621608540907e-06,0.0,52.74368648998677,52.788075538409814,52.72,01/22/2010-01/28/2010
-2.371920206352723e-06,-1.0110515228535717e-18,0.0,52.690330417160155,52.421646643838145,52.9,01/29/2010-02/04/2010
9.787625183852465e-07,-1.070532004264831e-06,0.0,51.28634440268994,51.35211424698656,51.31,02/05/2010-02/11/2010
4.221690876361089e-06,3.303493687837631e-06,0.0,52.464802834230454,52.46234100549881,52.782,02/12/2010-02/19/2010
-5.6937403189286e-07,8.282467173768005e-07,0.0,53.12253138120461,53.279628271014445,53.2,02/22/2010-02/26/2010
2.616773147377525e-06,3.1787958823775235e-06,0.0,54.1249414915318,54.02363795309163,54.06,03/01/2010-03/05/2010
1.3835948017617031e-06,5.865079508406684e-07,0.0,55.20980134108149,55.20342226699795,55.21,03/08/2010-03/12/2010
1.97021104330423e-06,2.5692863424431104e-06,0.0,56.096457790155114,56.2076659698796,56.16,03/15/2010-03/19/2010
4.201792084396186e-07,1.5016443314127898e-06,0.0,56.61265403940886,56.60671371661675,56.69,03/22/2010-03/26/2010
1.1059679137056162e-06,9.54532373786809e-07,0.0,56.85358565476738,56.81934136921679,56.74,03/29/2010-04/05/2010
1.5907059117689397e-06,2.0550926705202395e-06,0.0,57.521231421092736,57.54778726330835,57.52,04/06/2010-04/12/2010
2.3341349485737444e-07,1.7562710396191556e-06,0.0,58.168138828779654,57.96866932471262,58.01,04/13/2010-04/19/2010
2.504287280054234e-07,3.0190792710332036e-06,0.0,58.54412088130543,58.51264680813959,58.55,04/20/2010-04/26/2010
2.0730383383656586e-07,8.004196678170975e-07,0.0,57.95984139979736,57.909966355423535,57.95,04/27/2010-05/03/2010
-1.0057289823969879e-06,-3.3775679590670045e-06,0.0,55.22904515881722,54.75476892064769,55.6,05/04/2010-05/10/2010
-4.865666650490606e-07,4.4840747892543875e-07,0.0,55.60043003138479,56.36790343216263,55.34,05/11/2010-05/17/2010
-2.673784392089355e-06,-2.9282275065676144e-06,0.0,53.127216410562255,52.72499852019598,52.74,05/18/2010-05/24/2010
1.0484995931515447e-06,1.083948415151363e-06,0.0,52.378148111259655,52.71536340616183,52.69,05/25/2010-06/01/2010
-1.269831405692531e-06,5.272021023878212e-07,0.0,51.8685247893314,51.565951601798275,51.63,06/02/2010-06/08/2010
3.6508108329193333e-06,5.940003361986834e-06,0.0,52.64039478714897,52.42331841420587,52.54,06/09/2010-06/15/2010
-1.1776916235976442e-06,6.006537639020481e-07,0.0,53.83156532531035,53.7956792902298,53.83,06/16/2010-06/22/2010
-5.3650660334574186e-06,-6.6988106100235436e-06,0.0,51.64200948837239,51.80697973303216,51.8,06/23/2010-06/29/2010
1.441099378630286e-06,1.5892039555154386e-06,0.0,49.59379920096241,49.70485496451764,49.49,06/30/2010-07/07/2010
3.3951853656978695e-06,5.9234965428919855e-06,0.0,52.2091783781096,51.892545654398475,52.46,07/08/2010-07/14/2010
-2.1882882967339276e-06,-5.807159445113535e-06,0.0,51.728777049311724,51.616416217999614,51.56,07/15/2010-07/21/2010
1.9584375582971004e-06,1.903599373306522e-06,0.0,53.28061264116937,53.48699628887122,53.49,07/22/2010-07/28/2010
1.0004946396770586e-06,1.4656751283437228e-06,0.0,53.75487654688669,53.832420581140376,54.08,07/29/2010-08/04/2010
-3.6657951893722756e-06,1.0360494100759196e-06,0.0,53.81440264959755,53.90963748109131,54.021,08/05/2010-08/11/2010
