log_return_mean,log_return_mean_median,log_return_median,mean,mean_median,median,period
-1.28425775986596e-06,8.929368907229241e-06,0.0,36.838825678496875,36.79774173128661,36.84,01/02/1998-01/08/1998
-4.613467437981415e-06,1.721501516574431e-05,0.0,35.79688424273343,35.82281176470589,35.76,01/09/1998-01/15/1998
-2.757256991779813e-05,1.0452661997910145e-05,0.0,35.996525725929544,35.67240476190476,35.39,01/16/1998-01/23/1998
-2.945741801934074e-06,3.180948447950454e-06,0.0,34.46855532786845,34.56454545454545,34.66,01/26/1998-01/30/1998
-1.0557335829442015e-05,-3.818266594587709e-05,0.0,34.970112359550406,34.95055205773957,34.92,02/02/1998-02/06/1998
2.125652079702422e-05,1.072016334151449e-05,0.0,35.6943926701573,36.02723529411762,35.99,02/09/1998-02/13/1998
-2.146321134019614e-06,-1.988704793254396e-05,0.0,36.311194184839074,36.37384439359269,36.35,02/17/1998-02/23/1998
-3.165509354690031e-06,8.540729832854207e-06,0.0,36.608384256861584,36.73978723404255,36.73,02/24/1998-03/02/1998
-1.9393078678273436e-05,-7.465005338903397e-06,0.0,34.945386199793866,35.043356854838706,34.93,03/03/1998-03/09/1998
2.1061490416835763e-05,3.585302403403543e-05,0.0,34.88307415036042,34.82224833076526,34.97,03/10/1998-03/16/1998
-8.719624342837027e-07,6.944444623055744e-06,0.0,35.88161741835147,35.85586080586083,35.94,03/17/1998-03/23/1998
5.397304872855907e-06,-9.867526634316507e-06,0.0,36.837050131925906,36.78876290974402,36.91,03/24/1998-03/30/1998
1.0112182539865877e-05,6.63661725719823e-06,0.0,36.98835349815885,37.093761301989176,36.95,03/31/1998-04/06/1998
2.8520681100153914e-06,3.0326370104062415e-05,0.0,37.13242811501582,37.0591286727457,37.06,04/07/1998-04/14/1998
5.0657031913623274e-05,4.585930063965211e-05,0.0,38.790642154323976,38.60586538461538,38.29,04/15/1998-04/21/1998
-1.0659839532186392e-05,1.0904529552970443e-05,0.0,41.10454639175269,40.91010331588134,41.18,04/22/1998-04/28/1998
9.658463211013423e-06,-9.188996942398771e-06,0.0,41.16107725788912,41.210441176470574,41.08,04/29/1998-05/05/1998
1.1193018755766818e-05,-1.9282650978311342e-17,0.0,41.85712184873916,41.58274886877828,41.65,05/06/1998-05/12/1998
1.7044543693144293e-05,-2.2830058185708567e-05,0.0,44.18095212765928,44.344791666666666,44.28,05/13/1998-05/19/1998
-2.0714120353983695e-05,-1.146997875955649e-05,0.0,43.04361185983793,43.30785714285713,43.22,05/20/1998-05/27/1998
-2.9096009522491476e-05,-2.158171380357369e-05,0.0,41.50711999999964,41.24773677736778,41.41,05/28/1998-06/03/1998
1.3137072246024575e-05,1.9987071334039526e-05,0.0,41.53852192744981,41.80418290043292,41.81,06/04/1998-06/10/1998
-2.9518674762908892e-05,-2.116548533633903e-05,0.0,40.02066077003137,40.533083720930236,40.379999999999995,06/11/1998-06/17/1998
1.43047921393822e-05,1.6012791627794795e-05,0.0,38.53743933918403,38.334856328142145,38.24,06/18/1998-06/24/1998
2.0686514857289653e-05,1.1577840660227316e-05,0.0,40.33163863266385,40.30017108167769,40.31,06/25/1998-07/01/1998
1.7086641658844116e-06,-7.461904817721282e-06,0.0,40.638646453708795,40.65753714914692,40.6,07/02/1998-07/09/1998
