Date,Open,High,Low,Close,Adj Close,Volume
2013-09-30,157.130005,160.479996,157.070007,159.000000,159.000000,2595000
2013-10-07,157.610001,160.600006,141.520004,154.899994,154.899994,21434100
2013-10-14,152.070007,166.389999,149.740005,165.910004,165.910004,17867100
2013-10-21,167.550003,167.550003,151.350006,159.360001,159.360001,22004000
2013-10-28,155.509995,169.750000,152.500000,160.059998,160.059998,33003000
2013-11-04,160.360001,160.600006,142.699997,151.089996,151.089996,21861400
2013-11-11,151.110001,163.039993,147.800003,162.330002,162.330002,15550300
2013-11-18,164.000000,169.550003,156.520004,158.089996,158.089996,16308300
2013-11-25,158.860001,168.240005,153.250000,166.570007,166.570007,11056100
2013-12-02,167.139999,170.779999,163.309998,168.710007,168.710007,15602800
2013-12-09,169.110001,181.250000,167.009995,171.240005,171.240005,21401500
2013-12-16,172.550003,174.889999,166.199997,173.360001,173.360001,12917300
2013-12-23,174.080002,174.869995,166.800003,173.770004,173.770004,9971200
2013-12-30,173.360001,181.149994,170.600006,175.279999,175.279999,13011500
2014-01-06,175.179993,185.500000,173.750000,179.660004,179.660004,16621500
2014-01-13,178.100006,181.050003,168.869995,170.139999,170.139999,18119900
2014-01-20,172.479996,176.320007,159.000000,161.369995,161.369995,22067600
2014-01-27,161.520004,166.550003,155.210007,156.500000,156.500000,21149800
2014-02-03,156.259995,162.750000,148.600006,161.139999,161.139999,19232400
2014-02-10,160.229996,170.190002,160.139999,167.479996,167.479996,15805100
2014-02-17,170.000000,177.320007,168.929993,172.660004,172.660004,12339800
2014-02-24,175.529999,180.479996,168.149994,170.929993,170.929993,35004600
2014-03-03,168.000000,189.339996,165.250000,182.039993,182.039993,27557000
2014-03-10,181.580002,181.639999,160.279999,160.589996,160.589996,24302400
2014-03-17,163.009995,165.759995,156.750000,158.309998,158.309998,21249500
2014-03-24,158.839996,159.940002,144.160004,150.660004,150.660004,26255200
2014-03-31,154.089996,163.580002,148.500000,149.350006,149.350006,27707900
2014-04-07,147.960007,159.809998,140.660004,149.740005,149.740005,34523400
2014-04-14,153.360001,159.500000,147.250000,155.800003,155.800003,16368500
2014-04-21,157.229996,167.360001,154.580002,162.910004,162.910004,26078800
2014-04-28,162.610001,162.990005,148.160004,159.910004,159.910004,26315800
2014-05-05,158.229996,162.809998,148.440002,152.850006,152.850006,17186000
2014-05-12,154.669998,160.169998,152.080002,154.770004,154.770004,14969900
2014-05-19,154.449997,167.990005,152.710007,167.630005,167.630005,14323700
2014-05-26,168.039993,170.789993,165.050003,165.809998,165.809998,10339900
2014-06-02,166.500000,173.339996,160.800003,172.339996,172.339996,13603100
2014-06-09,172.460007,179.500000,170.380005,178.050003,178.050003,15178400
2014-06-16,177.449997,179.259995,172.899994,174.500000,174.500000,10968100
2014-06-23,174.000000,185.899994,174.000000,184.960007,184.960007,17739100
2014-06-30,185.410004,193.889999,184.169998,191.199997,191.199997,12488000
2014-07-07,191.839996,191.839996,176.690002,186.100006,186.100006,13150800
2014-07-14,188.000000,193.399994,186.029999,191.169998,191.169998,11110700
