,close_price,high_price,low_price,open_price,time,volume
75,228.6700,229.4200,228.5800,229.2854,2018-10-02 10:00:00,1171488
76,229.2300,229.3400,227.8321,227.8321,2018-10-02 09:45:00,1852592
77,227.8500,228.1600,226.7100,227.2100,2018-10-02 09:30:00,2314946
78,227.2400,227.4500,226.6600,226.6800,2018-10-01 15:45:00,1439129
79,226.6750,226.8300,226.3600,226.7900,2018-10-01 15:30:00,815887
80,226.7800,227.3300,226.6201,227.0734,2018-10-01 15:15:00,578880
81,227.0800,227.2551,226.9600,227.1600,2018-10-01 15:00:00,399209
82,227.1432,227.1900,226.8400,226.9200,2018-10-01 14:45:00,488928
83,226.9200,227.3500,226.7400,227.3410,2018-10-01 14:30:00,699320
84,227.3300,227.5700,227.2999,227.4400,2018-10-01 14:15:00,380551
85,227.4485,227.7500,227.1900,227.7500,2018-10-01 14:00:00,644641
86,227.7700,227.9500,227.6000,227.9400,2018-10-01 13:45:00,349275
87,227.9200,227.9570,227.7700,227.9200,2018-10-01 13:30:00,336100
88,227.9000,228.0100,227.6200,227.7175,2018-10-01 13:15:00,485285
89,227.7500,227.7600,227.4200,227.6000,2018-10-01 13:00:00,579409
90,227.5700,227.8532,227.5500,227.8300,2018-10-01 12:45:00,455541
91,227.8900,228.1401,227.7800,227.9585,2018-10-01 12:30:00,546022
92,227.9700,228.5552,227.9200,228.4900,2018-10-01 12:15:00,597386
93,228.5100,228.8700,228.4700,228.8700,2018-10-01 12:00:00,429180
94,228.8871,228.8871,228.4650,228.8850,2018-10-01 11:45:00,545193
95,228.8650,228.9700,228.5100,228.5400,2018-10-01 11:30:00,537745
96,228.5500,228.8000,228.4000,228.5200,2018-10-01 11:15:00,547192
97,228.4900,228.8700,228.1500,228.8700,2018-10-01 11:00:00,840909
98,228.8800,229.0000,228.5800,228.6201,2018-10-01 10:45:00,776238
99,228.6000,229.0000,228.4900,228.9500,2018-10-01 10:30:00,691526
