,close_price,high_price,low_price,open_price,time,volume
0,227.9900,228.6000,227.4000,227.8300,2018-10-04 15:30:00,2758796
1,227.8530,228.5000,227.3800,227.4900,2018-10-04 14:30:00,3090929
2,227.5412,228.1769,226.7400,228.0500,2018-10-04 13:30:00,3316369
3,228.0400,228.7900,227.4300,227.8000,2018-10-04 12:30:00,2881094
4,227.8600,229.6499,227.3000,229.5001,2018-10-04 11:30:00,4724319
5,229.4900,229.9700,229.0800,229.7300,2018-10-04 10:30:00,3572051
6,229.7800,232.3100,229.0800,230.8600,2018-10-04 09:30:00,8533569
7,232.0900,232.1700,231.7600,231.9100,2018-10-03 15:30:00,2260570
8,231.9000,232.5600,231.5800,232.5100,2018-10-03 14:30:00,3612063
9,232.5300,232.8895,232.4300,232.7200,2018-10-03 13:30:00,1476871
10,232.7000,232.9200,232.0600,232.5700,2018-10-03 12:30:00,1719477
11,232.6000,233.1201,231.7500,233.0725,2018-10-03 11:30:00,3296225
12,233.0500,233.2900,232.0800,232.8905,2018-10-03 10:30:00,4619283
13,232.8250,233.4400,229.7800,230.1300,2018-10-03 09:30:00,8703709
14,229.3000,229.7200,228.7000,228.7400,2018-10-02 15:30:00,2428744
15,228.6400,229.8808,227.9201,229.8650,2018-10-02 14:30:00,3378045
16,229.8800,230.0000,229.3400,229.4100,2018-10-02 13:30:00,1899060
17,229.3900,230.0000,229.0235,229.7600,2018-10-02 12:30:00,2180026
18,229.7464,229.8800,229.1500,229.2700,2018-10-02 11:30:00,3235357
19,229.2099,229.3850,228.3580,229.1500,2018-10-02 10:30:00,2972410
20,229.1861,229.4200,226.7100,227.2400,2018-10-02 09:30:00,6299491
21,227.2700,227.4600,226.3500,226.7900,2018-10-01 15:30:00,2254840
22,226.7800,227.3400,226.6200,227.3400,2018-10-01 14:30:00,2165250
23,227.3400,227.9570,227.1948,227.9400,2018-10-01 13:30:00,1711804
24,227.9001,228.1400,227.4200,227.9585,2018-10-01 12:30:00,2066954
25,227.9700,228.9500,227.9200,228.5500,2018-10-01 11:30:00,2109909
26,228.5400,229.0000,228.1500,228.9600,2018-10-01 10:30:00,2853360
27,228.9900,229.4100,227.4300,228.0800,2018-10-01 09:30:00,6923187
28,225.7600,225.8300,224.9300,225.0600,2018-09-28 15:30:00,2992778
29,225.0800,225.5200,224.7200,224.7750,2018-09-28 14:30:00,2015442
30,224.7450,225.2000,224.6300,224.9500,2018-09-28 13:30:00,1618842
31,224.9700,225.1090,224.5000,225.0365,2018-09-28 12:30:00,1917815
32,225.0400,225.2300,224.8747,225.0900,2018-09-28 11:30:00,1645548
33,225.0400,225.8200,224.6559,224.8400,2018-09-28 10:30:00,2787069
34,224.8900,225.4900,224.0600,224.7719,2018-09-28 09:30:00,5284269
