day,log_return_mean,log_return_mean_median,log_return_median,mean,mean_median,median
02/17/2010,-2.4726515684405496e-07,7.106988932598082e-07,0.0,42.34472450245841,42.343536149829035,42.32
02/18/2010,3.896435501119956e-07,5.589039049004413e-07,0.0,42.84200028717437,42.81344213637808,42.8
02/19/2010,-5.137924024495213e-07,-1.8560623289897364e-06,0.0,43.323990481589476,43.20350467520882,43.28
02/22/2010,-1.1280342365642242e-06,-1.198836091934284e-06,0.0,42.625540299809195,42.5646300382439,42.59
02/23/2010,-9.899485715716625e-07,-1.1868141521824178e-06,0.0,41.01649459230073,40.95954812907151,40.935
02/24/2010,-7.903164241408292e-07,-1.1671432904908526e-06,0.0,39.923643564904594,39.82713543885007,39.6
02/25/2010,5.579072017835628e-08,8.896913104534716e-07,0.0,38.32320054061255,38.460795571092795,38.3
02/26/2010,-6.315983459292306e-07,-2.4466783297844303e-08,0.0,38.65813220217095,38.6747083746657,38.67
03/01/2010,7.079342995634725e-07,1.1468369994323392e-06,0.0,40.107918397730664,40.24970712950413,40.22
03/02/2010,-1.033460399189389e-06,-5.035167870481976e-07,0.0,40.00650199266366,40.187439735585585,40.1
03/03/2010,-6.847551304609981e-07,-2.69956857063502e-07,0.0,38.60185713946755,38.65057725970008,38.63
03/04/2010,4.19802699914935e-07,1.5536274063354456e-07,0.0,39.05049644538653,39.16908562782257,39.17
03/05/2010,-4.6009026678081043e-07,4.0324492347223836e-07,0.0,39.23914545185602,39.20478257334909,39.21
03/08/2010,3.7618967502373314e-07,3.705333402262023e-07,0.0,39.474663730468755,39.47884245358765,39.52
03/09/2010,-6.112790225273248e-07,-7.146516911888658e-07,0.0,39.141694238058605,39.3710467944011,39.279
03/10/2010,-5.398115086340162e-07,-4.730360043984945e-08,0.0,38.53245192602672,38.475696580645916,38.47
03/11/2010,4.37641244722948e-07,5.01838521762052e-07,0.0,37.5216258981378,37.74792872928852,37.35
03/12/2010,-4.979979951952397e-07,-4.4154574707203307e-07,0.0,38.321184260172025,38.36356034177342,38.35
03/15/2010,-3.629658852699075e-08,-5.275039047596573e-07,0.0,38.01021284662576,37.998789869281005,38.01
03/16/2010,6.714491760023088e-07,1.0726255288713885e-06,0.0,38.31153181459283,38.34375300546448,38.32
03/17/2010,7.932167208808603e-08,-8.15898786836954e-07,0.0,39.37770201641677,39.38830966624255,39.38
03/18/2010,-2.865368159553885e-07,8.239381905144411e-07,0.0,39.0777118381847,39.05353101394239,39.05
03/19/2010,-9.977943185740649e-07,-7.064776242626569e-07,0.0,38.133066905678604,38.152004727719955,38.14
03/22/2010,1.4374972821962176e-06,1.2057395911473256e-06,0.0,40.01199238775087,40.558117989619575,40.13
03/23/2010,4.7531898310351146e-07,7.38708346913945e-07,0.0,41.73730853723666,41.8013353525491,41.81
03/24/2010,1.1842600179937475e-07,2.3982866927350237e-07,0.0,41.879223576987194,41.93247568344764,41.855
03/25/2010,-1.2715152395513928e-06,-1.2609069864820534e-06,0.0,41.447122639329834,41.811452254428374,41.43
03/26/2010,-5.965126117787467e-07,-2.2178099535227894e-08,0.0,39.625301727581785,39.67366584028165,39.63
03/29/2010,8.020356108058592e-08,-8.324037219923683e-07,0.0,40.068815446558375,40.08508789140717,40.09
03/30/2010,-8.395834848176044e-07,-6.763035849265581e-07,0.0,39.31295265413352,39.33972075480416,39.33
03/31/2010,4.164307927183796e-07,6.551835676721903e-07,0.0,39.22775761909279,39.19581049090054,39.21
04/01/2010,-4.0505173624968185e-07,-2.0935736299500942e-07,0.0,39.0914574887554,39.236918232452986,39.0
04/05/2010,1.8270627068280013e-06,8.413128000747254e-07,0.0,40.40661139598185,40.547995037966295,40.55
04/06/2010,4.935948004330196e-07,1.8363545307631607e-07,0.0,40.935306256709865,40.92653067408311,40.95
04/07/2010,-5.869003184810518e-07,-7.622819749846258e-07,0.0,40.33011700140714,40.366874614617046,40.33
04/08/2010,7.105715453683363e-08,-3.1264448101127447e-19,0.0,40.27189694855113,40.23685050615453,40.32
04/09/2010,1.5708768943484066e-06,1.1760065426242502e-06,0.0,40.906158718029765,40.749540375460825,40.81
04/12/2010,-4.981749783015856e-07,-9.099009509257857e-07,0.0,41.23860608564588,41.02926921825309,41.15
04/13/2010,-2.9366405270295273e-07,-3.729665772001181e-07,0.0,40.45119488734816,40.41387266426342,40.37
04/14/2010,3.402587583471527e-07,1.0379196095665743e-07,0.0,41.61975677533469,41.54864696841922,41.64
04/15/2010,2.516671657307535e-07,3.991029937638047e-18,0.0,41.871293832136,41.84801976889061,41.92
04/16/2010,-6.017312347664896e-07,-2.255335134448575e-07,0.0,40.67381179369879,40.527085328059925,40.54
04/19/2010,-2.420236941971176e-07,3.572243844298795e-07,0.0,39.37203577888666,39.518653407739706,39.43
04/20/2010,1.1835829773545118e-06,9.043542748300354e-07,0.0,40.03517444119161,40.042155035335725,40.028
04/21/2010,-4.550900442243879e-07,-1.580452990353129e-07,0.0,40.19710855427587,40.299520217618706,40.18
04/22/2010,4.6735930907786176e-07,8.894710222500694e-07,0.0,39.98080046565106,40.31650296071734,39.85
04/23/2010,3.0644844831016354e-07,1.34036860059726e-07,0.0,44.10504714566787,44.13312791507448,44.175
04/26/2010,-7.109963620088968e-07,1.688694758841667e-07,0.0,44.288088386252525,44.27151402907819,44.27
04/27/2010,-1.4122516066757447e-06,-1.3548327246269895e-06,0.0,43.16339207950223,43.019669084235744,43.08
04/28/2010,3.3027286687937575e-08,2.6051474327338274e-07,0.0,42.74083950398985,42.73101143205279,42.75
