Date,Open,High,Low,Close,Adj Close,Volume
11/1/1998,21.354166,38.854168,20.125,32,32,651789600
12/1/1998,30.916666,60.3125,30.333334,53.541668,53.541668,724218000
1/1/1999,54.614582,99.5625,46.28125,58.46875,58.46875,646348800
2/1/1999,58.875,65,42.125,64.0625,64.0625,318146000
3/1/1999,63.5,89,57,86.09375,86.09375,331010000
4/1/1999,89.6875,110.625,75.5,86.03125,86.03125,363285400
5/1/1999,83.4375,83.53125,52.25,59.375,59.375,303767800
6/1/1999,55.75,64.75,44.875,62.5625,62.5625,364747400
7/1/1999,62.625,71.25,48.75,50.03125,50.03125,388650400
8/1/1999,49.1875,67.78125,41,62.1875,62.1875,459085800
9/1/1999,63.5,85,57.375,79.9375,79.9375,321616800
10/1/1999,77,90,65.875,70.625,70.625,254311500
11/1/1999,68.0625,96.875,61,85.0625,85.0625,281070200
12/1/1999,87.25,113,76,76.125,76.125,246476100
1/1/2000,81.5,91.5,58.4375,64.5625,64.5625,262209000
2/1/2000,67.5,85.9375,63.0625,68.875,68.875,207457700
3/1/2000,67.625,75.25,60,67,67,156584600
4/1/2000,65.4375,68.625,40.8125,55.1875,55.1875,162012500
5/1/2000,56,62.375,40.4375,48.3125,48.3125,130688600
6/1/2000,48.875,58.125,32.4687,36.3125,36.3125,203140900
7/1/2000,36.6875,43.9375,27.875,30.125,30.125,198524600
8/1/2000,30.625,43.9687,29.3125,41.5,41.5,144464700
9/1/2000,42.125,49.625,35.5,38.4375,38.4375,133739700
10/1/2000,38.1875,38.4375,19.375,36.625,36.625,246733500
11/1/2000,35.8125,40.875,22.125,24.6875,24.6875,159338900
12/1/2000,24.9375,27.625,14.875,15.5625,15.5625,202112900
1/1/2001,15.8125,22.375,13.5625,17.3125,17.3125,210486800
2/1/2001,17.1875,17.1875,9.9375,10.1875,10.1875,167374100
3/1/2001,9.875,14,9.5625,10.23,10.23,167635900
4/1/2001,10.33,18.16,8.1,15.78,15.78,189780400
5/1/2001,15.9,17.6,13.1,16.690001,16.690001,144686700
6/1/2001,17.219999,17.92,11.2,14.15,14.15,136695900
7/1/2001,14.1,17.42,11.07,12.49,12.49,172078700
8/1/2001,12.73,12.86,8.55,8.94,8.94,100687300
9/1/2001,8.95,9.19,5.67,5.97,5.97,126843400
10/1/2001,5.91,9.99,5.51,6.98,6.98,169882800
11/1/2001,7.08,12.4,6.6,11.32,11.32,310965300
12/1/2001,11.02,12.8,9.51,10.82,10.82,212455500
1/1/2002,10.93,15.77,9.03,14.19,14.19,322739200
2/1/2002,14.07,14.75,11.06,14.1,14.1,163988900
3/1/2002,14.13,16.959999,13.55,14.3,14.3,164817800
