Date,Open,High,Low,Close,Adj Close,Volume
11/1/1998,1.339286,1.40625,1.133929,1.140625,1.010885,2530880800
12/1/1998,1.142857,1.482143,1.129464,1.462054,1.295753,3231026400
1/1/1999,1.504464,1.689732,1.323661,1.470982,1.303666,3781850800
2/1/1999,1.488839,1.497768,1.232143,1.243304,1.101885,2029129200
3/1/1999,1.243304,1.325893,1.142857,1.283482,1.137493,2487998800
4/1/1999,1.287946,1.683036,1.196429,1.642857,1.455992,3972242400
5/1/1999,1.645089,1.785714,1.462054,1.573661,1.394666,2227226400
6/1/1999,1.607143,1.75,1.502232,1.654018,1.465883,1729655200
7/1/1999,1.654018,2.022321,1.613839,1.988839,1.76262,2866645600
8/1/1999,1.986607,2.352679,1.861607,2.330357,2.065292,2311150800
9/1/1999,2.392857,2.861607,2.051339,2.261161,2.003967,4741867200
10/1/1999,2.21875,2.895089,2.125,2.861607,2.536116,3617124000
11/1/1999,2.857143,3.705357,2.761161,3.495536,3.097939,2156232400
12/1/1999,3.607143,4.214286,3.252232,3.671875,3.25422,2354553600
1/1/2000,3.745536,4.339286,3.089286,3.705357,3.283894,3138794400
2/1/2000,3.714286,4.283482,3.464286,4.09375,3.628109,1829945600
3/1/2000,4.234375,5.370536,4.071429,4.850446,4.298736,2174589200
4/1/2000,4.839286,4.982143,3.745536,4.430804,3.926826,2165601200
5/1/2000,4.459821,4.508929,2.919643,3,2.658767,2451937600
6/1/2000,2.919643,4.116071,2.870536,3.741071,3.315546,2026301200
7/1/2000,3.723214,4.330357,3.348214,3.629464,3.216634,1436692600
8/1/2000,3.59375,4.392857,3.160714,4.352679,3.857588,1409021600
9/1/2000,4.379464,4.580357,1.8125,1.839286,1.630078,3629232600
10/1/2000,1.90625,1.910714,1.25,1.397321,1.238384,5476447200
11/1/2000,1.388393,1.642857,1.151786,1.178571,1.044516,2122093400
12/1/2000,1.214286,1.25,0.973214,1.0625,0.941647,2214742600
1/1/2001,1.0625,1.607143,1.03125,1.544643,1.368949,3427365200
2/1/2001,1.477679,1.566964,1.285714,1.303571,1.155298,1755941600
3/1/2001,1.272321,1.696429,1.227679,1.576429,1.397119,2699765600
4/1/2001,1.577857,1.937143,1.339286,1.820714,1.613618,2789747800
5/1/2001,1.815,1.907143,1.378571,1.425,1.262915,1867108600
6/1/2001,1.437857,1.792857,1.382143,1.660714,1.471818,1909566400
7/1/2001,1.688571,1.801429,1.275,1.342143,1.189482,2163775600
8/1/2001,1.357857,1.421429,1.234286,1.325,1.174289,1282339800
9/1/2001,1.321429,1.362857,1.048571,1.107857,0.981845,1382880800
10/1/2001,1.106429,1.387143,1.059286,1.254286,1.111618,1886061800
11/1/2001,1.260714,1.539286,1.232143,1.521429,1.348375,1342436200
12/1/2001,1.504286,1.716429,1.435,1.564286,1.386357,1157459800
1/1/2002,1.575,1.766429,1.446429,1.765714,1.564874,2128844200
2/1/2002,1.738571,1.855714,1.495714,1.55,1.373697,1959356000
3/1/2002,1.566429,1.807143,1.558571,1.690714,1.498405,1329645800
