Date,Open,High,Low,Close,Adj Close,Volume
1998-10-12,98.937500,107.250000,98.843697,106.000000,73.642075,45291900
1998-10-19,105.687500,108.796799,105.500000,106.843697,74.228210,46220600
1998-10-26,107.718697,110.906197,106.031197,110.000000,76.421036,41077300
1998-11-02,110.812500,114.562500,110.187500,114.125000,79.286797,33667300
1998-11-09,113.937500,114.250000,111.687500,113.218697,78.657181,42108300
1998-11-16,114.218697,116.750000,112.890602,116.625000,81.023643,30461600
1998-11-23,117.468697,119.718697,117.156197,119.500000,83.021019,21426400
1998-11-30,119.015602,119.375000,115.093697,118.375000,82.239441,47636300
1998-12-07,118.062500,119.750000,115.562500,117.125000,81.370987,33885300
1998-12-14,116.156197,119.125000,113.750000,118.500000,82.326263,38130000
1998-12-21,119.250000,123.250000,119.000000,122.687500,85.518639,23339900
1998-12-28,123.250000,124.750000,122.000000,123.312500,85.954292,21740600
1999-01-04,123.375000,128.500000,121.718697,127.750000,89.047379,36948400
1999-01-11,127.687500,127.687500,120.375000,124.375000,86.694916,45376100
1999-01-18,125.296799,127.937500,121.781197,122.562500,85.431511,27529300
1999-01-25,123.281197,128.296799,121.906197,127.656197,88.982018,31565200
1999-02-01,128.687500,128.687500,123.218697,124.062500,86.477058,44189200
1999-02-08,125.093697,126.093697,121.328102,123.625000,86.172096,44309200
1999-02-15,124.750000,125.750000,122.218697,124.250000,86.607796,29134700
1999-02-22,124.437500,128.843704,122.687500,123.562500,86.128532,46991800
1999-03-01,123.656197,128.125000,121.781197,127.546799,88.905785,44099600
1999-03-08,128.281204,131.187500,127.250000,129.375000,90.180107,28515800
1999-03-15,129.937500,132.625000,129.500000,129.687500,90.397957,23499000
1999-03-22,130.062500,130.593704,125.625000,128.562500,89.831146,33397800
1999-03-29,129.156204,131.609299,128.125000,129.343704,90.377007,26362500
1999-04-05,130.937500,135.500000,130.250000,134.875000,94.241898,27695900
1999-04-12,133.468704,136.468704,131.000000,131.531204,91.905472,47462500
1999-04-19,132.687500,136.750000,128.375000,135.812500,94.896973,38799500
1999-04-26,136.500000,137.500000,131.500000,133.250000,93.106476,35114200
1999-05-03,133.437500,135.843704,131.843704,135.000000,94.329254,53439200
1999-05-10,134.843704,138.000000,131.500000,133.781204,93.477631,39302300
