Month,g_median,mean,median
1998-10,-0.007287401583146147,0.0013998055552318664,0.0033953720519620508
1998-11,0.005710516238943442,-0.003153403673525119,-0.005096963323377102
1998-12,-0.018437605595674565,0.007206045051190574,0.01124889159217399
1999-01,0.008463237049146395,0.0008859181440595545,0.00298488522800386
1999-02,-0.01968542973250417,-0.006359093859189953,-0.01486381122493211
1999-03,-0.016522674812889732,-0.00014914418675015753,-0.0036494063625471746
1999-04,0.010545598795984192,0.009062299577118196,0.0036838349539918018
1999-05,0.012179198974585097,-0.0007874314847687389,0.0036954178195333083
1999-06,0.017215714000224782,0.002426508995724635,0.005906523777052825
1999-07,0.01817984682264701,0.008398878428409338,0.008884147428766198
1999-08,-0.0020145633772959697,0.006293799291041674,0.006185332405461416
1999-09,0.031053057697048712,-0.002363732952262255,0.006600630354119586
1999-10,0.03608338952775201,0.013335497557795081,0.022454833953125423
1999-11,0.02325404515006598,0.010436691981054293,0.0076096832102286885
1999-12,0.026954632553479404,0.001284522640910525,-0.006533024390710186
2000-01,0.017933518980567553,3.094818856402212e-05,-0.005601891546443777
2000-02,0.019808917321169694,0.005861644768992488,0.0038592157371519064
2000-03,0.011842238702525664,0.005011849292770983,0.003466207976486329
2000-04,-0.006603207525486613,-0.00012921246288427978,-0.019813837403453632
2000-05,-0.03540173907337109,-0.017304568488616227,-0.016937809324173422
2000-06,-0.012783224317580126,0.008882933184246386,-0.004688956543319565
2000-07,-0.002610557968135602,-0.003587242455058308,-0.0008100603026628279
2000-08,-0.02465622483837174,0.007913210967607897,0.007434780367005514
2000-09,0.018449323499037187,-0.03690640532227012,-0.014671612626096574
2000-10,-0.06041522851928482,-0.016169336336403026,-0.009052440254895808
2000-11,0.01376080312076993,-0.008023504397876167,-0.019737691307355042
2000-12,0.000850940034787795,-0.00638315203629547,0.0010900217641409155
2001-01,-0.005956639472035742,0.018145528254901552,0.0
2001-02,-0.014274977351423954,-0.0054773086405424274,-0.003043947259295988
2001-03,0.027622491281631297,0.006897772893104424,0.017022375002203473
2001-04,-0.01155011690428388,0.008446437587374438,0.0003902491853360902
2001-05,-0.016929216280899387,-0.013590068208722572,-0.010532969062368284
2001-06,0.004725941304365085,0.008481129468074737,0.015305262770532775
2001-07,-0.008057472620466919,-0.009773145940914196,-0.005513906038429061
2001-08,0.00930469361401311,-0.003621362404152508,-0.0005636311254640299
2001-09,-0.011261205222622759,-0.008064058594704372,-0.014154181411494523
2001-10,-0.007296793885870063,0.0052591686487202475,0.013725056862801666
2001-11,0.02509131383473439,0.0068429542324578855,0.005086583462617623
2001-12,0.013646861185508124,0.004749953434604294,0.00512003832196003
2002-01,0.007456064790174306,0.0033685067349738212,0.004212783941149891
2002-02,0.0018896310788305412,-0.004571611616794316,0.0012540023066067564
2002-03,0.031043035730261327,0.003381868848415104,-0.0020459185309771462
2002-04,-0.0007471465397818414,0.00036296585163181144,-0.0005958333703850332
2002-05,-0.007030203772234322,0.000378929004271298,0.005654809404073329
2002-06,-0.018280168908595934,-0.017135891809850933,-0.011786283890753292
2002-07,0.029706313666360947,-0.00475960477118918,-0.005810276372235402
2002-08,-0.01689230466941134,-0.0020218701439876628,-0.005093285442944405
2002-09,-0.008811394373444706,-0.001132928816832673,-0.002081196399271148
2002-10,-0.002084887388530506,0.0045537331308186,0.006624390308309587
2002-11,0.004186378934420954,-0.000629347515946554,-0.0027999223343056247
2002-12,-0.011555321659187372,-0.005729493904278061,-0.007657398526049381
2003-01,0.006543842072984408,0.000641892320172469,0.0027395898163449194
2003-02,0.008505491467133149,0.002428230248376687,0.009536860921179457
2003-03,-0.005883574658356318,-0.0017294580914318481,-0.0020546769818442197
2003-04,0.00974603874251093,-0.0013480969212502321,-0.0027508956308526233
2003-05,0.03630132883183319,0.012522463503506966,0.014629312054249966
2003-06,0.007524736631388772,0.0014493869318131123,-0.0005164557076818585
2003-07,0.009917004761150618,0.004755038416543177,0.004056381693026622
2003-08,-0.0032209029131275158,0.003239410314316741,0.005047360538776772
2003-09,0.0023839036286687444,-0.002442515700589208,0.0
2003-10,0.013942190963715774,0.0043327936199911155,0.008386452809689752
2003-11,-0.004281872061274218,-0.006024334425348174,-0.006578971098042511
2003-12,0.002333616781431931,0.00123002552321769,0.003015127010992935
2004-01,0.012977715647512517,0.0029554011977092525,-6.691689179639485e-06
2004-02,0.0007093395092338008,0.0007154635696077525,0.003457047821288977
2004-03,0.02080367578863636,0.008503906509098758,0.006467789979814803
2004-04,-0.0036842604855153124,-0.0021097842341472927,-0.0036154048475130446
2004-05,0.006690062484699073,0.0025009742231956776,0.0066351669509821486
2004-06,0.0009428595578005515,0.007048903884607223,0.008599192774404846
2004-07,-0.015995556098956566,0.00013145231876056775,-0.0018762980018277931
2004-08,-0.0068396548319648726,0.001935097208484817,0.004893360779743929
2004-09,0.009641880424607282,0.006435451809556794,0.008988430391600119
2004-10,0.01036492435808348,0.013552403328487278,0.0052828862552258835
2004-11,0.009849459297556403,0.013471251659627023,0.0010913787517857355
2004-12,-0.010849952186536591,-0.0026529440764937163,-0.000608008989435618
2005-01,0.002591152505786222,0.006958943646721933,0.00417115034256453
2005-02,0.01161290610042476,0.009515827937476348,0.013520563108676545
2005-03,-0.008611763544858826,-0.002327226906727903,0.001821592952891398
2005-04,-0.0032124828653140223,-0.007649997901990517,-0.0016523076660779385
2005-05,-0.003996936369452127,0.00559846335656208,0.008783226636673297
2005-06,-0.01777835958524202,-0.004769241240248434,0.0024192884296049023
2005-07,0.0027811472097490158,0.008690892398788667,0.0035279412819745355
2005-08,-0.005881116151302658,0.003175008724002382,0.0
2005-09,0.00656643307529479,0.005257395543102271,0.004231647218225291
2005-10,-0.006087508447148065,0.002542530232668765,-0.002129943988321274
2005-11,0.016386941094797637,0.010230875175537798,0.008250921736177134
2005-12,0.01134451486394174,0.0016952462656403306,0.0035116322444956384
2006-01,0.016567980569083894,0.0031360581224503525,-0.0018828606303113297
2006-02,-0.011016016245444194,-0.002806150240795859,0.001999374141569796
2006-03,-0.024109473842827443,-0.005379159965335457,-0.004687420765081221
2006-04,0.03687315059489386,0.0048686046263696535,0.002559308809559607
2006-05,0.00989380235604781,-0.005288304289240379,-0.007068943203632931
2006-06,-0.013255256349867085,-0.0031775877564592793,-0.006531913102813606
2006-07,-0.004998385896036992,0.007440156880180587,1.886080970884608e-05
2006-08,0.005074994910896226,0.00029177650979740605,-0.0003162397318316118
2006-09,0.018408402069201087,0.006818504123782082,0.00464472435531863
2006-10,-0.011318576600650167,0.0024889253521866526,-0.001655008655441545
2006-11,-0.004242506663513355,0.005908532250992039,0.003176251107607486
2006-12,-0.0049490421308855176,-0.004692360104727103,-0.005604505238528594
2007-01,0.00527948941770615,0.0005390728189183208,0.003580626865851997
2007-02,0.0009982076847200616,-0.0011664364464539485,0.0017777309017626148
2007-03,0.0124308740829966,0.005792208408513826,0.006473358343009227
2007-04,0.00022166908326985888,0.0029900350350107754,0.0013925584433028089
2007-05,0.0019622267025807883,0.008272958023599652,0.006564991664029848
2007-06,0.008861975382722707,0.0007476300732604744,0.006618500297242786
2007-07,0.014273315893582425,0.007564747751304761,0.007817460224469067
2007-08,-0.003443370203656165,-0.0010713874242132364,-0.00023383344116779454
2007-09,0.0011056387239892567,0.005016667887474307,0.0032208094609549463
2007-10,0.005114515360368791,0.008746186987650605,0.003928654516179156
2007-11,0.005728371732156003,-7.365568609507049e-05,0.004827981631648135
2007-12,0.004788076275315827,0.0031444546943411034,0.0039054770675135205
2008-01,-0.015359431093658043,-0.020596168469398185,-0.008937244772906017
2008-02,-0.011476407246234218,-6.184046739737774e-05,0.0004211063815548828
2008-03,-0.017397791662348082,0.005133651545085073,0.01163144784563453
2008-04,0.023830087883056485,0.009401456280737625,0.01571431831983193
2008-05,0.008961673526234582,0.002949962205638406,0.008388227807372785
2008-06,0.0009996093348841524,-0.004599843351911656,-0.003097363864994412
2008-07,0.013193697638619887,-0.003510730570491363,-0.0027957353520314046
2008-08,0.009190757218304082,0.004446710214003353,0.00317857344881337
2008-09,-0.008913166153837143,-0.022315090986462404,-0.032782059511923166
