Date,AAPL.csvlog_returns,AMZN.csvlog_returns,MU.csvlog_returns,SPY.csvlog_returns,^DJI.csvlog_returns,g_median,mean
1998-10-16,0.023851213221460405,0.04537397405807774,0.07325046173959274,0.058198239242988024,0.04099818739807726,0.049746648759206855,0.04833441513203924
1998-10-19,-0.01185449824969556,0.0037950709685515343,-0.03402974858631137,-0.004131017972712357,0.01377046350202569,-0.0023948885971941717,-0.006489946067628413
1998-10-20,0.03350407307557135,0.09393181983420347,0.04143718986417324,0.017585447312959208,0.006677201943435835,0.02532569922300139,0.03862714640606862
1998-10-21,-0.03180205403399575,0.006301976627818946,0.0,-0.0064121467148338385,0.003865290529884047,-0.005329947183377919,-0.005609386718225318
1998-10-22,0.0033953720519620508,-0.016700683848717687,-0.0036968618813260916,-0.000878074283302554,0.0016871014223320644,-0.0012857117279585037,-0.0032386293078104436
1998-10-23,-0.003395372051962131,0.061921895180896636,0.03993271033537101,0.01105948954552276,0.0014439068541249832,0.01360525269509137,0.02219252597279065
1998-10-26,-0.018885014146215465,0.03959847046739991,-0.003565066164496146,-0.0023181708241750767,-0.009704227121730073,-0.0027746479171388127,0.0010251984421566294
1998-10-27,0.0523330534769079,0.04111579396914526,0.0,0.0066507984462087135,-0.0018611288150965296,0.012543507548205804,0.01964770341543307
1998-10-28,-0.07512039530578639,-0.05964948412472202,-0.053174762487256125,-0.01744230266334237,-0.008092512358957199,-0.028849322791683223,-0.04269589138801282
1998-10-29,0.033132374872904304,0.03673022268861438,0.08826608229852625,0.004972456703431033,0.0007110447309431102,0.017127703748235665,0.032762436258883816
1998-10-30,0.01023910819639981,0.04286007005027932,0.08586129060639236,0.027911960075076587,0.015045376400535368,0.02862086755373599,0.03638356106573669
1998-11-02,0.018503793556619807,0.011776387693651488,-0.012739025777429714,0.006223499578083003,0.011417124573230247,0.007939256420498664,0.0070363559248309655
1998-11-03,-0.0033394356691109884,0.02314471753805778,0.02061928720273561,0.007024986023189961,0.012827288726249277,0.009733945305362772,0.012055368764224328
1998-11-04,0.03127848729732174,0.00190482343309027,0.03547017944830779,0.007810364179564693,0.00020669429504244842,0.010624588499781346,0.015334109730665388
1998-11-05,-0.004873783561491636,-0.0284699870664671,0.04154900291287248,-0.00837058854999871,0.008420653838318661,-0.001180258250933775,0.0016510595146467394
1998-11-06,-0.013114833715228535,-0.013303965626362815,-0.008759180089881578,0.0172226560383612,0.015056633296501734,0.008108282166911961,-0.0005797380193219997
