Date,AAPL.csvlog_returns,AMZN.csvlog_returns,MU.csvlog_returns,SPY.csvlog_returns,^DJI.csvlog_returns,mean,subgradient_median
1998-10-16,0.023851213221460405,0.04537397405807774,0.07325046173959274,0.058198239242988024,0.04099818739807726,0.04833441513203924,0.049746094248741074
1998-10-19,-0.01185449824969556,0.0037950709685515343,-0.03402974858631137,-0.004131017972712357,0.01377046350202569,-0.006489946067628413,-0.002395099612252647
1998-10-20,0.03350407307557135,0.09393181983420347,0.04143718986417324,0.017585447312959208,0.006677201943435835,0.03862714640606862,0.025326756136819246
1998-10-21,-0.03180205403399575,0.006301976627818946,0.0,-0.0064121467148338385,0.003865290529884047,-0.005609386718225318,-0.0053300879006350135
1998-10-22,0.0033953720519620508,-0.016700683848717687,-0.0036968618813260916,-0.000878074283302554,0.0016871014223320644,-0.0032386293078104436,-0.0012858034469628425
1998-10-23,-0.003395372051962131,0.061921895180896636,0.03993271033537101,0.01105948954552276,0.0014439068541249832,0.02219252597279065,0.013605702914001476
1998-10-26,-0.018885014146215465,0.03959847046739991,-0.003565066164496146,-0.0023181708241750767,-0.009704227121730073,0.0010251984421566294,-0.0027745579988579408
1998-10-27,0.0523330534769079,0.04111579396914526,0.0,0.0066507984462087135,-0.0018611288150965296,0.01964770341543307,0.012544361239637754
1998-10-28,-0.07512039530578639,-0.05964948412472202,-0.053174762487256125,-0.01744230266334237,-0.008092512358957199,-0.04269589138801282,-0.028850779721317023
1998-10-29,0.033132374872904304,0.03673022268861438,0.08826608229852625,0.004972456703431033,0.0007110447309431102,0.032762436258883816,0.017129088188345687
1998-10-30,0.01023910819639981,0.04286007005027932,0.08586129060639236,0.027911960075076587,0.015045376400535368,0.03638356106573669,0.02862119029550167
1998-11-02,0.018503793556619807,0.011776387693651488,-0.012739025777429714,0.006223499578083003,0.011417124573230247,0.0070363559248309655,0.007939340447008484
1998-11-03,-0.0033394356691109884,0.02314471753805778,0.02061928720273561,0.007024986023189961,0.012827288726249277,0.012055368764224328,0.009734088236483696
1998-11-04,0.03127848729732174,0.00190482343309027,0.03547017944830779,0.007810364179564693,0.00020669429504244842,0.015334109730665388,0.010625071884702858
1998-11-05,-0.004873783561491636,-0.0284699870664671,0.04154900291287248,-0.00837058854999871,0.008420653838318661,0.0016510595146467394,-0.0011798702137514106
1998-11-06,-0.013114833715228535,-0.013303965626362815,-0.008759180089881578,0.0172226560383612,0.015056633296501734,-0.0005797380193219997,0.008107344565335094
1998-11-09,-0.004963212309754432,-0.033285977633466746,0.013110165924207785,0.004123050913337987,0.006331871428550262,-0.002936820335425028,0.0011194962443725374
1998-11-10,-0.0406143919474106,0.05098555473286774,0.02853260603557098,-0.008262233726541265,-0.008596818461242231,0.004408943326648924,-0.004198806420017008
1998-11-11,-0.012163483487785941,0.041055915228848196,0.01811896258247556,0.007164538775486227,-0.0035124974315004017,0.01013268713350473,0.005874983888906771
1998-11-12,-0.0762619671004243,-0.06273167258039901,0.04852704089466038,-0.01326719294404891,-0.004711017138386246,-0.021688961773719612,-0.017925547624496396
1998-11-13,0.05327233958968132,0.0500226292265959,-0.02127739844728485,-0.0008355454093738394,0.0009392253067478898,0.016424250053273286,0.008949497606292631
1998-11-16,0.02822034184774292,-0.02639948271905471,-0.03278982282299084,0.01766538622775289,0.010199566895768975,-0.0006208021141561524,0.009060622372492945
1998-11-17,-0.005230714336999772,0.006786290812764302,-0.05129329438755058,-0.004936929493397377,0.010021267806238417,-0.008930675919789003,-0.00409009516444586
1998-11-18,-0.015859928046559876,0.1586952296254542,0.005830920310793144,0.005757850282325128,-0.003598760762915038,0.03016506228181951,0.013766074271790529
1998-11-19,0.00884201893565187,0.12025316285757212,0.02865525576037615,0.008438408900570371,0.00679416884309471,0.03459660305945304,0.019325649131920922
1998-11-20,0.02606566075134878,0.023122394563711027,-0.014224990931347326,0.00930847415018637,0.0020764259424118484,0.009269592895262139,0.008747499962619747
1998-11-23,-0.02430675762619508,0.08683281247242569,0.0170458672729886,0.009489080378682766,0.011080226064054592,0.020028245712391313,0.012939366878645733
1998-11-24,0.015693991682010862,0.160027252601957,0.06012739797259489,0.012951603531005235,0.02287822334698001,0.0543356938269096,0.03235085377742386
1998-11-25,-0.0069448045326868015,-0.034055505649710785,-0.03509131981127006,-0.0005253480551611301,-0.007576955937100125,-0.01683878679718578,-0.008891720047353167
1998-11-27,-0.02290860487887309,0.0034582168305225796,-0.026445521664558488,0.004456242209562894,0.0011894436600556172,-0.008050044768658096,-0.0024630464665307858
1998-11-30,-0.014362789918358612,0.010872855611421232,-0.007077170374085087,-0.003799793504770052,0.002277346016535748,-0.0024179104338513543,-0.002593149562495228
1998-12-01,-0.07703350148283487,-0.16886672244883916,-0.06302451630635607,-0.024587396627158614,-0.023473664985574752,-0.0713971603701527,-0.046380033964037184
1998-12-02,0.06429447570540511,0.10936191616430169,0.06727682604488648,0.00937419800196154,0.0014502061797839816,0.050351524419267754,0.027607095106771302
1998-12-03,0.06213178110700618,-0.03848400841823623,0.04561952030164263,0.00026701219042452794,-0.007142868260718591,0.012478287384023705,0.0065862090515064085
1998-12-04,-0.05665266506921791,-0.01837242972550911,0.026668247082161273,-0.005344748158880816,-0.020633274390110555,-0.014866974052311424,-0.014003474836895485
1998-12-07,-0.027702492522901773,-0.012870108149041586,0.05379017458613779,0.012250486094220478,0.015365043784700513,0.008166620758623084,0.009441476233157338
1998-12-08,0.01671407426524178,-0.017641813781230982,0.0367238329546941,0.003962046487876555,0.005893522903904286,0.009130332566097146,0.006955451276463474
1998-12-09,-0.03752796471826651,0.07978919873613498,0.009569451016150672,0.0013177968228996189,-0.004787305562973802,0.009672235258788991,0.0023436565389360012
1998-12-10,0.0,0.057935746017304036,-0.038839833316263894,0.0013151705922161822,-0.0020770594340869452,0.003666804771833876,0.0017371539206362666
1998-12-11,-0.01347469526321929,-0.0353682177586426,-0.0718257345712555,-0.02045451080291354,-0.018928268096920345,-0.032010285298590256,-0.024810008465728194
1998-12-14,0.019194077521151216,0.051323045089353286,0.005305052229693098,-0.0024188371463335478,-0.0021267325730934907,0.01425532102415411,0.005579377880405636
1998-12-15,-0.0038092846062593973,0.026221793580530593,0.020943173845243173,-0.012724772966584199,-0.013843735918231516,0.0033574347869397307,-0.005734579269559676
1998-12-16,0.030077214581355354,0.13236058851683244,-0.005194816877104023,0.021030702309696832,0.014134977315833004,0.03848173316932272,0.027697572135959053
1998-12-17,-0.02436871538271216,0.018638532390372414,-0.023716526617316044,0.0007996545773779395,-0.004060002770921965,-0.006541411560639962,-0.004103598346665431
1998-12-18,0.01319529360270917,0.06949782276547234,0.11926342082681776,0.009288033833577385,0.010198691480477253,0.044288652501810785,0.024427361096342155
1998-12-21,0.05819859201758998,0.06993465822862084,0.026855087303176328,0.007892700798908983,0.002850281960237858,0.033146264061706794,0.019756999932269193
1998-12-22,0.027876146488414646,0.07438741252091151,0.004597709248629549,0.009648871881397673,0.009628985582402369,0.025227825144351144,0.01700843310391988
1998-12-23,0.06001791257213222,0.0032446361130667456,-0.009216655104923952,0.006467931353022279,0.006167248001626804,0.013336214586984821,0.011440641137979659
1998-12-24,0.03184993269337699,-0.017686015780537263,-0.01398624197473984,0.016114511044686447,0.01727123850755496,0.00671268489806826,0.012934696869627739
1998-12-28,-0.02218791722598535,0.0267907825523969,-0.016568426347232705,0.000761368875242567,0.0019845213664105815,-0.0018439341558336008,-0.0010173385999496872
1998-12-29,0.053054665519997324,0.05581473208006915,-0.0047846981233362704,-0.004320093026453376,5.856722171523291e-05,0.019964634734398412,0.009009302975195753
1998-12-30,-0.024616428258428906,-0.04979064164587224,-0.020594307498743858,0.009882686383668746,0.010772364749829726,-0.014869265253909308,-0.0018423338424170294
